word,freq,is_it_safe,describing_neighborhood
your car,27,-1,-1
elevator,27,-1,-1
trip great,27,-1,-1
killer,27,-1,-1
travelers,27,-1,-1
apartments,27,-1,-1
relax,27,-1,-1
explore perfect,27,-1,-1
really calm,27,-1,-1
attention,27,-1,-1
future,27,-1,-1
sq,27,-1,-1
long,27,-1,-1
sleep,27,-1,-1
chinatown,27,-1,-1
feeling,27,-1,-1
mostly quiet,27,-1,-1
so helpful,27,-1,-1
we visiting,27,-1,-1
few blocks,27,-1,-1
great bars,27,-1,-1
action close,27,-1,-1
stops close,27,-1,-1
so clean,27,-1,-1
grab,27,-1,-1
it get easy,27,-1,-1
just,27,-1,-1
’s,27,-1,-1
university close,27,-1,-1
right downtown,27,-1,-1
quick downtown drive,27,-1,-1
!also,26,-1,-1
noise away,26,-1,-1
especially you have,26,-1,-1
walking lots distance,26,-1,-1
!you,26,-1,-1
right station next,26,-1,-1
weather,26,-1,-1
dodgy,26,2,-1
course,26,-1,-1
very austin convenient,26,-1,-1
super close,26,-1,-1
a,26,-1,-1
hop,26,-1,-1
quick drive,26,-1,-1
absolutely lovely,26,-1,-1
cars,26,-1,-1
red line,26,-1,-1
boston outside,26,-1,-1
outdoors,26,-1,-1
wonderful neighborhood,26,-1,-1
things lots,26,-1,-1
expected better,26,-1,-1
easy everything access,26,-1,-1
stairs,26,-1,-1
proximity terms,26,-1,-1
’re,26,-1,-1
houses full,26,-1,-1
absolutely stunning,26,-1,-1
short square walk,26,-1,-1
easy austin access,26,-1,-1
distance restaurants,26,-1,-1
green,26,-1,-1
center far,26,-1,-1
direction,26,-1,-1
prime location,26,-1,-1
save,26,-1,-1
short t walk,26,-1,-1
bars lot,26,-1,-1
staying,26,-1,-1
great stay,26,-1,-1
rest,26,-1,-1
austin great,26,-1,-1
fantastic-,25,-1,-1
fun lot,25,-1,-1
your stay,25,-1,-1
!walkable,25,-1,-1
favorites one,25,-1,-1
!safest,25,2,-1
very t convenient,25,-1,-1
supreme,25,-1,-1
access fantastic,25,-1,-1
respond quick,25,-1,-1
iffy,25,2,-1
bikes,25,-1,-1
questions,25,-1,-1
locations,25,-1,-1
boston sights,25,-1,-1
wonderful host,25,-1,-1
reach,25,-1,-1
filthy,25,-1,-1
themselves,25,-1,-1
light,25,-1,-1
chairs,25,-1,-1
exactly as advertised,25,-1,-1
downtown walkable,25,-1,-1
boston away,25,-1,-1
wimberley,25,-1,-1
many things,25,-1,-1
central boston,25,-1,-1
very warm,25,-1,-1
!for,25,-1,-1
station blocks,25,-1,-1
bustle,25,-1,-1
wonderful place,25,-1,-1
we there were,25,-1,-1
restaurants walk,25,-1,-1
close everything proximity,25,-1,-1
bakery,25,-1,-1
very harvard convenient,25,-1,-1
distance perfect,25,-1,-1
good places,25,-1,-1
street minutes,25,-1,-1
very useful,25,-1,-1
condo,25,-1,-1
area distance,25,-1,-1
families,24,-1,-1
harbor,24,-1,-1
incredibly quiet,24,-1,-1
area away,24,-1,-1
perfectly safe,24,-1,-1
really fantastic,24,-1,-1
spaces,24,-1,-1
make,24,-1,-1
quiet be,24,-1,-1
maps,24,-1,-1
really ideal,24,-1,-1
simple,24,-1,-1
active,24,-1,-1
bu,24,-1,-1
downtown perfect,24,-1,-1
as well good,24,-1,-1
it has,24,-1,-1
others,24,-1,-1
more residential,24,-1,-1
extremely nice,24,-1,-1
excellent-,24,-1,-1
center distance,24,-1,-1
primo,24,-1,-1
studio,24,-1,-1
walking center distance,24,-1,-1
very interesting,24,-1,-1
!too bad,24,-1,-1
that great,24,-1,-1
separate,24,-1,-1
our purposes,24,-1,-1
options lots,24,-1,-1
so pretty,24,-1,-1
library,24,-1,-1
stations,24,-1,-1
delight,24,-1,-1
school,24,-1,-1
listing,24,-1,-1
activities great,24,-1,-1
very green,24,-1,-1
really peaceful,24,-1,-1
shopping convenient,24,-1,-1
path,24,-1,-1
anyone great,24,-1,-1
t walk,24,-1,-1
cab,24,-1,-1
friendly neighbors,24,-1,-1
well situated,24,-1,-1
great vibe,24,-1,-1
10/10,24,-1,-1
attractions distance,24,-1,-1
commute,24,-1,-1
impeccable,24,-1,-1
lot central,24,-1,-1
really awesome,24,-1,-1
many great places,24,-1,-1
great very quiet,24,-1,-1
cambridge heart,24,-1,-1
floors,24,-1,-1
easy walking distance,23,-1,-1
well located,23,-1,-1
stay ideal,23,-1,-1
there was,23,-1,-1
thin walls,23,-1,-1
probably,23,-1,-1
fast,23,-1,-1
much better,23,-1,-1
locals,23,-1,-1
easy all access,23,-1,-1
magical,23,-1,-1
taking,23,-1,-1
jp,23,-1,-1
which nice was,23,-1,-1
amenities lot,23,-1,-1
very handy,23,-1,-1
play,23,-1,-1
live music,23,-1,-1
walking lot distance,23,-1,-1
really close,23,-1,-1
very narrow,23,-1,-1
wifi,23,-1,-1
lot distance,23,-1,-1
trips,23,-1,-1
our son,23,-1,-1
our daughter,23,-1,-1
stop away,23,-1,-1
next door,23,-1,-1
walking great,23,-1,-1
even night late,23,-1,-1
tremendous,23,-1,-1
people great,23,-1,-1
bad,23,-1,-1
suburban,23,-1,-1
other guests,23,-1,-1
providing,23,-1,-1
really perfect,23,-1,-1
great proximity,23,-1,-1
very shops close,23,-1,-1
beach walk,23,-1,-1
visit ideal,23,-1,-1
parts one,23,-1,-1
right next door,23,-1,-1
very homey,23,-1,-1
street walk,23,-1,-1
really downtown close,23,-1,-1
things lot,23,-1,-1
great very downtown close,23,-1,-1
very picturesque,23,-1,-1
nice quiet street,23,-1,-1
you hear,23,-1,-1
streets one,23,-1,-1
prefect,22,-1,-1
lush,22,-1,-1
ample parking,22,-1,-1
welcoming,22,-1,-1
beer,22,-1,-1
so ideal,22,-1,-1
trucks,22,-1,-1
right stop next,22,-1,-1
perfect base,22,-1,-1
green line,22,-1,-1
amenities lots,22,-1,-1
easy drive,22,-1,-1
!place,22,-1,-1
sense,22,-1,-1
very secluded,22,-1,-1
decor,22,-1,-1
balcony,22,-1,-1
purposes great,22,-1,-1
our dog,22,-1,-1
nice restaurants,22,-1,-1
beaches,22,-1,-1
parking great,22,-1,-1
entrance,22,-1,-1
super responsive,22,-1,-1
unreal,22,-1,-1
her,22,-1,-1
front door,22,-1,-1
trying,22,-1,-1
responses,22,-1,-1
everything walkable,22,-1,-1
recommend,22,-1,-1
noise lot,22,-1,-1
myself,22,-1,-1
enjoyable,22,-1,-1
restaurants nearby lots,22,-1,-1
really clean,22,-1,-1
popular,22,-1,-1
stones,22,-1,-1
great plus,22,-1,-1
kind of sketchy,22,2,-1
you be want,22,-1,-1
anyway,22,-1,-1
gardens,22,-1,-1
very campus close,22,-1,-1
my opinion,22,-1,-1
people full,22,-1,-1
oriented,22,-1,-1
grocery,22,-1,-1
generally,22,-1,-1
their dogs,22,-1,-1
things great,22,-1,-1
nice residential area,22,-1,-1
very unique,22,-1,-1
our car,22,-1,-1
walking area distance,22,-1,-1
!walking,22,-1,-1
my visit,22,-1,-1
middle,22,-1,-1
you home feel,22,-1,-1
event,22,-1,-1
!really,22,-1,-1
lounge,22,-1,-1
breweries,22,-1,-1
worlds best,22,-1,-1
suburb,22,-1,-1
quiet place,22,-1,-1
cota,22,-1,-1
homes,22,-1,-1
my husband,22,-1,-1
sit,22,-1,-1
bakeries,22,-1,-1
you are,22,-1,-1
absolutely adorable,22,-1,-1
very areas convenient,22,-1,-1
easy downtown walk,22,-1,-1
east,22,-1,-1
austin get,21,-1,-1
road end,21,-1,-1
has,21,-1,-1
center away,21,-1,-1
your needs,21,-1,-1
!time,21,-1,-1
older building,21,-1,-1
food distance,21,-1,-1
everything heart,21,-1,-1
instructions,21,-1,-1
beach distance,21,-1,-1
station distance,21,-1,-1
you place looking,21,-1,-1
!very nice,21,-1,-1
residents,21,-1,-1
enough safe,21,-1,-1
problem,21,-1,-1
scenery,21,-1,-1
!traffic,21,-1,-1
issue,21,-1,-1
absolute best,21,-1,-1
walk bit,21,-1,-1
waterfront,21,-1,-1
visitors,21,-1,-1
boston trip,21,-1,-1
apt,21,-1,-1
around walk nice,21,-1,-1
places variety,21,-1,-1
bathrooms,21,-1,-1
treat,21,-1,-1
next time,21,-1,-1
money,21,-1,-1
fab,21,-1,-1
great right,21,-1,-1
many attractions,21,-1,-1
case,21,-1,-1
share,21,-1,-1
joe,21,-1,-1
which great was,21,-1,-1
shabby,21,2,-1
laundry,21,-1,-1
well maintained,21,-1,-1
few minutes,21,-1,-1
great quiet,21,-1,-1
austin areas,21,-1,-1
quick restaurants walk,21,-1,-1
i expected,21,-1,-1
bbq,21,-1,-1
house front,21,-1,-1
austin area,21,-1,-1
major plus,20,-1,-1
so central,20,-1,-1
greenbelt,20,-1,-1
our plans,20,-1,-1
very sketchy,20,2,-1
same,20,-1,-1
large group,20,-1,-1
enough walk close,20,-1,-1
needs,20,-1,-1
mit close,20,-1,-1
pretty perfect,20,-1,-1
so fun,20,-1,-1
transitional,20,-1,-1
subway away,20,-1,-1
odd,20,-1,-1
housing,20,-1,-1
cold,20,-1,-1
tight,20,-1,-1
quite charming,20,-1,-1
area be,20,-1,-1
stations close,20,-1,-1
bridge,20,-1,-1
as it gets good,20,-1,-1
pleasure,20,-1,-1
line away,20,-1,-1
boston visit,20,-1,-1
area ride,20,-1,-1
so cool,20,-1,-1
snacks,20,-1,-1
driveway,20,-1,-1
trendy,20,-1,-1
tons close,20,-1,-1
luggage,20,-1,-1
universities,20,-1,-1
great time,20,-1,-1
book,20,-1,-1
top,20,-1,-1
short uber,20,-1,-1
restaurants walking,20,-1,-1
window,20,-1,-1
!perfect,20,-1,-1
just fine,20,-1,-1
thanks,20,-1,-1
reach easy,20,-1,-1
traffic away,20,-1,-1
about drive,20,-1,-1
group,20,-1,-1
great spots,20,-1,-1
short downtown walk,20,-1,-1
very austin close,20,-1,-1
very large,20,-1,-1
shops lot,20,-1,-1
street corner,20,-1,-1
around there,20,-1,-1
scene,20,-1,-1
!austin,20,-1,-1
wimberly,20,-1,-1
tips,20,-1,-1
boston end,20,-1,-1
street bars,20,-1,-1
ut close,20,-1,-1
leafy,20,-1,-1
roads,20,-1,-1
late night,20,-1,-1
mostly residential,20,-1,-1
beat tough,20,-1,-1
italy heart,20,-1,-1
fantastic location,20,-1,-1
highlight,19,-1,-1
very relaxed,19,-1,-1
expensive,19,-1,-1
cottage,19,-1,-1
fact,19,-1,-1
really central,19,-1,-1
minutes station walk,19,-1,-1
crowded,19,-1,-1
doors,19,-1,-1
pleasant surprise,19,-1,-1
store close,19,-1,-1
austin places,19,-1,-1
traffic lot,19,-1,-1
perfect walking distance,19,-1,-1
very great,19,-1,-1
opportunity,19,-1,-1
shops great,19,-1,-1
colleges,19,-1,-1
older side,19,-1,-1
greatest,19,-1,-1
activities close,19,-1,-1
easy highway access,19,-1,-1
short austin drive,19,-1,-1
away ride,19,-1,-1
throw,19,-1,-1
so much fun,19,-1,-1
freeway close,19,-1,-1
supermarkets,19,-1,-1
route,19,-1,-1
walking t distance,19,-1,-1
so safe,19,1,-1
pictures,19,-1,-1
very communicative,19,-1,-1
so quaint,19,-1,-1
keep,19,-1,-1
as far,19,-1,-1
clutch,19,-1,-1
catch,19,-1,-1
restaurants bunch,19,-1,-1
absolutely charming,19,-1,-1
your head,19,-1,-1
festival,19,-1,-1
many close,19,-1,-1
recommendations,19,-1,-1
coast,19,-1,-1
find hard,19,-1,-1
totally safe,19,1,-1
other areas,19,-1,-1
vacation,19,-1,-1
city parts,19,-1,-1
ton,19,-1,-1
transit convenient,19,-1,-1
boston stay,19,-1,-1
travis,19,-1,-1
it city get easy,19,-1,-1
delicious,19,-1,-1
austin outside,19,-1,-1
making,19,-1,-1
hilly,19,-1,-1
most,19,-1,-1
all great,19,-1,-1
austin trip,19,-1,-1
barbecue,19,-1,-1
!too city far,19,-1,-1
charm full,19,-1,-1
!too far,19,-1,-1
very inviting,19,-1,-1
quite lovely,19,-1,-1
giving,18,-1,-1
!car,18,-1,-1
far enough,18,-1,-1
right park next,18,-1,-1
someone ideal,18,-1,-1
congress distance,18,-1,-1
sunset,18,-1,-1
good night sleep,18,-1,-1
my friends,18,-1,-1
dangerous,18,2,-1
discover,18,-1,-1
!need,18,-1,-1
well worth,18,-1,-1
very all convenient,18,-1,-1
comfort,18,-1,-1
!loud,18,-1,-1
short street walk,18,-1,-1
first time,18,-1,-1
little sketch,18,2,-1
explore great,18,-1,-1
cape,18,-1,-1
starbucks,18,-1,-1
hospitality,18,-1,-1
respectful,18,-1,-1
heart,18,-1,-1
things convenient,18,-1,-1
walks perfect,18,-1,-1
very stylish,18,-1,-1
really amazing,18,-1,-1
bars tons,18,-1,-1
10,18,-1,-1
easy walking restaurants distance,18,-1,-1
messy,18,-1,-1
quite beautiful,18,-1,-1
very harvard close,18,-1,-1
easy t access,18,-1,-1
harvard walk,18,-1,-1
square convenient,18,-1,-1
lots distance,18,-1,-1
pretty everything close,18,-1,-1
drive bit,18,-1,-1
really quite,18,-1,-1
!beat,18,-1,-1
plains,18,-1,-1
!very safe,18,2,-1
certainly,18,-1,-1
we expected,18,-1,-1
lot convenient,18,-1,-1
several places,18,-1,-1
shops tons,18,-1,-1
priceless,18,-1,-1
distance drink,18,-1,-1
lined,18,-1,-1
polite,18,-1,-1
great way,18,-1,-1
easy places access,18,-1,-1
cosy,18,-1,-1
austin drive,18,-1,-1
mit distance,18,-1,-1
city heart,18,-1,-1
people lot,18,-1,-1
georgetown,18,-1,-1
central austin,18,-1,-1
austin away,18,-1,-1
i wanted,18,-1,-1
quick uber,18,-1,-1
places away,18,-1,-1
rundown,18,-1,-1
huge bonus,18,-1,-1
running,18,-1,-1
so comfortable,18,-1,-1
super great,18,-1,-1
character full,18,-1,-1
allston,18,-1,-1
short walking distance,18,-1,-1
so many places,18,-1,-1
must,17,-1,-1
!that great,17,-1,-1
boston great,17,-1,-1
marvelous,17,-1,-1
quick access,17,-1,-1
places all,17,-1,-1
really charming,17,-1,-1
small park,17,-1,-1
beach away,17,-1,-1
time most,17,-1,-1
boston center,17,-1,-1
ready,17,-1,-1
on,17,-1,-1
very nice area,17,-1,-1
few,17,-1,-1
very convenience,17,-1,-1
square away,17,-1,-1
!fancy,17,-1,-1
items,17,-1,-1
extremely walkable,17,-1,-1
basement,17,-1,-1
bustle away,17,-1,-1
working,17,-1,-1
neighborhood heart,17,-1,-1
access convenient,17,-1,-1
walking park distance,17,-1,-1
!price,17,-1,-1
cvs,17,-1,-1
activities convenient,17,-1,-1
people lots,17,-1,-1
museum,17,-1,-1
walking things distance,17,-1,-1
then,17,-1,-1
really loud,17,-1,-1
you feel,17,-1,-1
maybe,17,-1,-1
plenty close,17,-1,-1
very neat,17,-1,-1
line minutes,17,-1,-1
lines close,17,-1,-1
lights,17,-1,-1
center conference,17,-1,-1
amount,17,-1,-1
you walk,17,-1,-1
us in,17,-1,-1
early,17,-1,-1
very communicate easy,17,-1,-1
you get,17,-1,-1
busy road,17,-1,-1
couch,17,-1,-1
very lot close,17,-1,-1
england,17,-1,-1
super comfortable,17,-1,-1
very mit close,17,-1,-1
great one,17,-1,-1
spots distance,17,-1,-1
very near,17,-1,-1
most part,17,-1,-1
safe be,17,1,-1
places bunch,17,-1,-1
doing,17,-1,-1
very eclectic,17,-1,-1
atx,17,-1,-1
wineries,17,-1,-1
coffee cup,17,-1,-1
perfect everything close,17,-1,-1
very university close,17,-1,-1
your doorstep,17,-1,-1
newbury,17,-1,-1
easy harvard walk,17,-1,-1
character lots,17,-1,-1
quite central,17,-1,-1
my favorite part,17,-1,-1
charm lot,17,-1,-1
shops plenty,17,-1,-1
charming neighborhood,17,-1,-1
!neighborhood,17,-1,-1
easy areas access,17,-1,-1
avenue,16,-1,-1
lots convenient,16,-1,-1
anything great,16,-1,-1
great walking restaurants distance,16,-1,-1
nicer,16,-1,-1
mix,16,-1,-1
fairly convenient,16,-1,-1
!very clean,16,-1,-1
restaurants number,16,-1,-1
city outside,16,-1,-1
plenty perfect,16,-1,-1
so amazing,16,-1,-1
good spot,16,-1,-1
just lovely,16,-1,-1
places tons,16,-1,-1
restaurants variety,16,-1,-1
quite quiet,16,-1,-1
it access easy,16,-1,-1
city far,16,-1,-1
airport get,16,-1,-1
sometimes,16,-1,-1
nice bonus,16,-1,-1
restaurants some,16,-1,-1
river close,16,-1,-1
center convenient,16,-1,-1
person,16,-1,-1
everything center,16,-1,-1
neighbours,16,-1,-1
!nice,16,-1,-1
easy rest access,16,-1,-1
morning early,16,-1,-1
just fantastic,16,-1,-1
mind,16,-1,-1
rather old,16,-1,-1
roxbury,16,-1,-1
restaurants central,16,-1,-1
surrounding towns,16,-1,-1
night middle,16,-1,-1
great places lots,16,-1,-1
water close,16,-1,-1
museums,16,-1,-1
before,16,-1,-1
just wonderful,16,-1,-1
hill heart,16,-1,-1
just awesome,16,-1,-1
beautiful area,16,-1,-1
you planning,16,-1,-1
line distance,16,-1,-1
service,16,-1,-1
accommodation,16,-1,-1
campus distance,16,-1,-1
clearly,16,-1,-1
!be,16,-1,-1
low key,16,-1,-1
families great,16,-1,-1
great easy,16,-1,-1
!city,16,-1,-1
lots perfect,16,-1,-1
very access convenient,16,-1,-1
walking harvard distance,16,-1,-1
funky,16,-1,-1
many shops,16,-1,-1
quick walk,16,-1,-1
places ton,16,-1,-1
well equipped,16,-1,-1
us convenient,16,-1,-1
creek,16,-1,-1
anything perfect,16,-1,-1
quieter,16,-1,-1
very line convenient,16,-1,-1
idea,16,-1,-1
local shops,16,-1,-1
very center convenient,16,-1,-1
very diverse,16,-1,-1
furniture,16,-1,-1
lovely area,16,-1,-1
great neighbourhood,16,-1,-1
restaurants quiet,16,-1,-1
basics,16,-1,-1
!boston far,16,-1,-1
routes,16,-1,-1
bars plenty,16,-1,-1
esp,16,-1,-1
very town close,16,-1,-1
ourselves,16,-1,-1
everything access,16,-1,-1
pretty close,16,-1,-1
so easy,16,-1,-1
several restaurants,16,-1,-1
walk perfect,16,-1,-1
anything close,16,-1,-1
true,16,-1,-1
everything drive,16,-1,-1
areas central,16,-1,-1
silent,16,-1,-1
tourists,16,-1,-1
downtown great,16,-1,-1
easy square walk,16,-1,-1
hiking,16,-1,-1
major road,16,-1,-1
destinations,16,-1,-1
harvard convenient,16,-1,-1
dicey,16,-1,-1
pretty new,16,-1,-1
2,16,-1,-1
so welcoming,15,-1,-1
pretty amazing,15,-1,-1
us perfect,15,-1,-1
good sleep,15,-1,-1
!issues,15,-1,-1
it explore easy,15,-1,-1
us feel,15,-1,-1
area get,15,-1,-1
grill,15,-1,-1
neighbors quiet,15,-1,-1
at best,15,-1,-1
renovation,15,-1,-1
enough nice,15,-1,-1
sketch,15,2,-1
environment,15,-1,-1
truly amazing,15,-1,-1
austin perfect,15,-1,-1
my favorite,15,-1,-1
pretty busy,15,-1,-1
vicinity,15,-1,-1
reasonable,15,-1,-1
at all,15,-1,-1
overnight,15,-1,-1
tiny,15,-1,-1
you looking,15,-1,-1
max,15,-1,-1
venue,15,-1,-1
things plenty,15,-1,-1
photos,15,-1,-1
i expected better,15,-1,-1
action middle,15,-1,-1
very transit close,15,-1,-1
food lots,15,-1,-1
absolutely unbeatable,15,-1,-1
!friendly,15,-1,-1
windows,15,-1,-1
unmatched,15,-1,-1
boston drive,15,-1,-1
very attractions convenient,15,-1,-1
very attractive,15,-1,-1
dated,15,-1,-1
good value,15,-1,-1
sites close,15,-1,-1
very beach close,15,-1,-1
right there,15,-1,-1
short area drive,15,-1,-1
local,15,-1,-1
!too boston far,15,-1,-1
lots nice,15,-1,-1
trains,15,-1,-1
great distance restaurants,15,-1,-1
pubs,15,-1,-1
area minutes,15,-1,-1
tea,15,-1,-1
!though,15,-1,-1
salem close,15,-1,-1
essentials,15,-1,-1
so calm,15,-1,-1
bath,15,-1,-1
taxi,15,-1,-1
very scenic,15,-1,-1
line convenient,15,-1,-1
campus minutes,15,-1,-1
very hip,15,-1,-1
lovely street,15,-1,-1
airport away,15,-1,-1
already,15,-1,-1
other locations,15,-1,-1
incredibly friendly,15,-1,-1
pretty downtown close,15,-1,-1
it perfect,15,-1,-1
very very quiet,15,-1,-1
easy downtown drive,15,-1,-1
hood,15,-1,-1
concord,15,-1,-1
beat impossible,15,-1,-1
good area,15,-1,-1
long weekend,15,-1,-1
it even better,15,-1,-1
unparalleled,15,-1,-1
next day,15,-1,-1
desk,15,-1,-1
austin offer has,15,-1,-1
really neat,15,-1,-1
travel great,15,-1,-1
!too austin far,15,-1,-1
super downtown convenient,15,-1,-1
great view,15,-1,-1
!very central,15,-1,-1
local attractions,15,-1,-1
places many,15,-1,-1
entry,15,-1,-1
action heart,15,-1,-1
super walkable,15,-1,-1
surrounds,15,-1,-1
here staying,15,-1,-1
activities perfect,15,-1,-1
order,15,-1,-1
closeby,15,-1,-1
clarksville,15,-1,-1
!mind,15,-1,-1
which perfect was,15,-1,-1
full kitchen,15,-1,-1
city areas,15,-1,-1
area far,15,-1,-1
quiet one,15,-1,-1
hot,15,-1,-1
both quiet,15,-1,-1
rural,15,-1,-1
things all,15,-1,-1
austin stay,15,-1,-1
hustle,15,-1,-1
industrial,15,-1,-1
target,15,-1,-1
very places convenient,15,-1,-1
only downtown drive,15,-1,-1
outdoor activities,14,-1,-1
so street close,14,-1,-1
springs close,14,-1,-1
lot walkable,14,-1,-1
everything ideal,14,-1,-1
austin everything,14,-1,-1
seaport,14,-1,-1
chickens,14,-1,-1
owner,14,-1,-1
restaurants blocks,14,-1,-1
street ride,14,-1,-1
restaurants ton,14,-1,-1
gated community,14,-1,-1
zilker,14,-1,-1
especially,14,-1,-1
really excellent,14,-1,-1
real plus,14,-1,-1
so cozy,14,-1,-1
it boston get easy,14,-1,-1
markets,14,-1,-1
very access good,14,-1,-1
walkable distance,14,-1,-1
!close,14,-1,-1
pretty old,14,-1,-1
early flight,14,-1,-1
downtown min,14,-1,-1
obviously,14,-1,-1
restaurants minutes,14,-1,-1
square minutes,14,-1,-1
options lot,14,-1,-1
super airport close,14,-1,-1
very strategic,14,-1,-1
street blocks,14,-1,-1
it easy,14,-1,-1
common area,14,-1,-1
very walk,14,-1,-1
places walking,14,-1,-1
night hours,14,-1,-1
short places drive,14,-1,-1
walking locations distance,14,-1,-1
otherwise,14,-1,-1
market close,14,-1,-1
flight,14,-1,-1
most close,14,-1,-1
up be,14,-1,-1
culture,14,-1,-1
heart great,14,-1,-1
needs excellent,14,-1,-1
eating,14,-1,-1
our boston visit,14,-1,-1
great point,14,-1,-1
wine glass,14,-1,-1
very practical,14,-1,-1
!have,14,-1,-1
very fun,14,-1,-1
due,14,-1,-1
nice amenities,14,-1,-1
orange line,14,-1,-1
neighborhood great,14,-1,-1
site,14,-1,-1
super fun,14,-1,-1
main areas,14,-1,-1
kids great,14,-1,-1
needs all,14,-1,-1
enjoy perfect,14,-1,-1
!we have,14,-1,-1
really wonderful,14,-1,-1
downtown outside,14,-1,-1
nice neighbourhood,14,-1,-1
nicely,14,-1,-1
downtown middle,14,-1,-1
boston far,14,-1,-1
t distance,14,-1,-1
we have,14,-1,-1
services,14,-1,-1
fair,14,-1,-1
center minutes,14,-1,-1
excellent host,14,-1,-1
magnificent,14,-1,-1
beautiful houses,14,-1,-1
very serene,14,-1,-1
relaxed,14,-1,-1
areas walkable,14,-1,-1
about line walk,14,-1,-1
lines,14,-1,-1
places get,14,-1,-1
flat,14,-1,-1
daily,14,-1,-1
plenty nice,14,-1,-1
really station close,14,-1,-1
village,14,-1,-1
!cleanest,14,-1,-1
around walk safe,14,1,-1
concierge,14,-1,-1
historical sites,14,-1,-1
only station walk,14,-1,-1
t blocks,14,-1,-1
perfect--,14,-1,-1
just downtown outside,14,-1,-1
town center,14,-1,-1
great very walkable,14,-1,-1
access quiet,14,-1,-1
very very safe,14,1,-1
tricky,14,-1,-1
boston rest,14,-1,-1
least,14,-1,-1
amazing restaurants,14,-1,-1
incredibly charming,14,-1,-1
minute away walk,14,-1,-1
so restaurants close,14,-1,-1
incredibly nice,14,-1,-1
pleasantly quiet,14,-1,-1
places drive,14,-1,-1
so congress close,14,-1,-1
very restaurants walkable,14,-1,-1
!center,14,-1,-1
rail,14,-1,-1
deer,14,-1,-1
lovely neighbourhood,14,-1,-1
easy area access,14,-1,-1
easy roads access,14,-1,-1
up neighborhood,14,-1,-1
short congress walk,14,-1,-1
sixth street,14,-1,-1
first,14,-1,-1
restaurants ideal,14,-1,-1
we town were,14,-1,-1
my car,14,-1,-1
our favorite,14,-1,-1
schools,14,-1,-1
rich,14,-1,-1
plenty quiet,14,-1,-1
downtown further,14,-1,-1
travel perfect,14,-1,-1
!problems,14,-1,-1
easy transit access,14,-1,-1
food great,14,-1,-1
meal,14,-1,-1
main reason,14,-1,-1
merry,14,-1,-1
walking areas distance,14,-1,-1
austin parts,14,-1,-1
short shops walk,14,-1,-1
areas get,14,-1,-1
brownstones,14,-1,-1
else,14,-1,-1
square blocks,14,-1,-1
super everything convenient,14,-1,-1
ideal location,14,-1,-1
y,14,-1,-1
impressive,14,-1,-1
easy shops access,14,-1,-1
different neighborhoods,14,-1,-1
awesome location,14,-1,-1
!area far,14,-1,-1
highways convenient,14,-1,-1
sea,14,-1,-1
road back,14,-1,-1
6th bars,14,-1,-1
young professionals,13,-1,-1
sun,13,-1,-1
alike,13,-1,-1
places loads,13,-1,-1
thoughtful,13,-1,-1
much appreciated,13,-1,-1
it convenient,13,-1,-1
options great,13,-1,-1
cool places,13,-1,-1
austin sights,13,-1,-1
truly ideal,13,-1,-1
very city close,13,-1,-1
microwave,13,-1,-1
suitable,13,-1,-1
useful,13,-1,-1
farther,13,-1,-1
good distance restaurants,13,-1,-1
mall,13,-1,-1
very run,13,-1,-1
heights,13,-1,-1
headed,13,-1,-1
more convenient,13,-1,-1
boardwalk,13,-1,-1
easy restaurants walk,13,-1,-1
very very nice,13,-1,-1
amazing host,13,-1,-1
5,13,-1,-1
ability,13,-1,-1
lots amazing,13,-1,-1
ideal-,13,-1,-1
street walkable,13,-1,-1
relatively safe,13,-1,-1
