word,freq,sentiment_category
as far,19,-1
crowded,19,0
great minutes,19,-1
fantastic restaurants,19,1
greatest,19,1
full charm,19,1
so much fun,19,1
close freeway,19,-1
short drive austin,19,-1
trip austin,19,-1
very relaxed,19,1
hard find,19,1
!too far,19,-1
making,19,-1
travis,19,-1
it easy get city,19,1
convenient access,19,1
close store,19,1
places austin,19,-1
delicious,19,-1
outside austin,19,-1
your head,19,-1
throw,19,-1
hilly,19,-1
so quaint,19,1
pictures,19,-1
highlight,19,-1
most,19,-1
barbecue,19,-1
!too far city,19,1
clutch,19,-1
bunch restaurants,19,-1
colleges,19,-1
pleasant surprise,19,1
central areas,19,1
vacation,19,-1
absolutely charming,19,1
parts city,19,-1
very nice area,19,1
totally safe,19,1
great shopping,19,1
other areas,19,-1
quite lovely,19,1
expensive,19,-1
well worth,18,1
polite,18,-1
super great,18,1
!beat,18,-1
dangerous,18,0
very stylish,18,1
ideal someone,18,1
certainly,18,-1
sunset,18,-1
i wanted,18,-1
!need,18,-1
we expected,18,-1
10,18,-1
running,18,-1
easy walk restaurants,18,1
allston,18,-1
!loud,18,1
great way,18,-1
first time,18,-1
lined,18,-1
walk harvard,18,-1
cosy,18,1
cape,18,-1
!very safe,18,0
really amazing,18,1
rundown,18,0
tons bars,18,-1
short walk street,18,1
drive austin,18,-1
messy,18,0
bit drive,18,-1
so comfortable,18,1
away places,18,-1
respectful,18,-1
perfect close everything,18,1
starbucks,18,-1
convenient things,18,1
lot people,18,-1
giving,18,-1
drink distance,18,-1
far enough,18,-1
very convenient all,18,1
great one,18,1
priceless,18,1
distance mit,18,-1
great experience,18,1
heart city,18,-1
georgetown,18,-1
convenient lot,18,-1
away austin,18,-1
easy walking distance restaurants,18,1
quick uber,18,-1
great explore,18,1
pretty close everything,18,1
little sketch,18,0
!car,18,?????
huge bonus,18,-1
really quite,18,-1
quite beautiful,18,-1
my friends,18,-1
right next park,18,-1
convenient square,18,-1
distance congress,18,-1
good night sleep,18,-1
easy access places,18,-1
heart,18,-1
outside downtown,18,-1
distance lots,18,-1
comfort,18,-1
walkable area,18,-1
full character,18,-1
hospitality,18,-1
tons shops,18,-1
perfect walks,18,-1
so many places,18,-1
short walking distance,18,-1
plains,18,-1
discover,18,-1
easy access t,18,-1
very close harvard,18,-1
several places,18,-1
amount,17,-1
be safe,17,-1
basement,17,-1
easy walk harvard,17,-1
conference center,17,-1
very easy communicate,17,-1
you feel,17,-1
away square,17,-1
us in,17,-1
very neat,17,-1
lights,17,-1
items,17,-1
really loud,17,-1
amazing views,17,-1
quick access,17,-1
charming neighborhood,17,-1
close lines,17,-1
early,17,-1
must,17,-1
most part,17,-1
very close mit,17,-1
maybe,17,-1
lots character,17,-1
heart neighborhood,17,-1
atx,17,-1
super comfortable,17,-1
distance spots,17,-1
lots people,17,-1
very eclectic,17,-1
extremely walkable,17,-1
nice walk,17,-1
walking distance park,17,-1
lot charm,17,-1
my favorite part,17,-1
easy access areas,17,-1
couch,17,-1
great all,17,-1
really charming,17,-1
!neighborhood,17,-1
!fancy,17,-1
most time,17,-1
museum,17,-1
you walk,17,-1
cup coffee,17,-1
walking distance things,17,-1
quite central,17,-1
england,17,-1
!that great,17,-1
great boston,17,-1
marvelous,17,-1
you get,17,-1
good value,17,-1
!price,17,-1
outside city,17,-1
wineries,17,-1
away bustle,17,-1
very close university,17,-1
ready,17,-1
convenient activities,17,-1
your doorstep,17,-1
close plenty,17,-1
doing,17,-1
plenty shops,17,-1
then,17,-1
working,17,-1
few,17,-1
small park,17,-1
very near,17,-1
very close lot,17,-1
all places,17,-1
bunch places,17,-1
cvs,17,-1
on,17,-1
away beach,17,-1
center boston,17,-1
newbury,17,-1
very convenience,17,-1
minutes line,17,-1
busy road,17,-1
service,16,-1
!city,16,-1
roxbury,16,-1
neighbours,16,-1
silent,16,-1
pretty new,16,-1
rather old,16,-1
access everything,16,-1
plenty bars,16,-1
!very clean,16,-1
easy walk square,16,-1
variety restaurants,16,-1
many shops,16,-1
very easy access,16,-1
!far boston,16,-1
just fantastic,16,-1
museums,16,-1
fairly convenient,16,-1
several restaurants,16,-1
close water,16,-1
hiking,16,-1
clearly,16,-1
very convenient access,16,-1
perfect plenty,16,-1
very close town,16,-1
furniture,16,-1
basics,16,-1
ton places,16,-1
convenient us,16,-1
great anything,16,-1
funky,16,-1
quiet access,16,-1
close anything,16,-1
very convenient line,16,-1
so easy,16,-1
quite quiet,16,-1
tourists,16,-1
center city,16,-1
avenue,16,-1
drive everything,16,-1
low key,16,-1
heart hill,16,-1
easy access rest,16,-1
distance campus,16,-1
creek,16,-1
mind,16,-1
it easy access,16,-1
local shops,16,-1
sometimes,16,-1
pretty close,16,-1
2,16,-1
middle night,16,-1
esp,16,-1
get airport,16,-1
person,16,-1
some restaurants,16,-1
convenient lots,16,-1
ourselves,16,-1
far city,16,-1
perfect anything,16,-1
perfect austin,16,-1
central restaurants,16,-1
routes,16,-1
awesome location,16,-1
quick walk,16,-1
great walking distance restaurants,16,-1
very convenient center,16,-1
perfect lots,16,-1
great easy,16,-1
true,16,-1
idea,16,-1
easy access transit,16,-1
great lots places,16,-1
nearby restaurants,16,-1
before,16,-1
great neighbourhood,16,-1
major road,16,-1
close river,16,-1
tons places,16,-1
good spot,16,-1
you planning,16,-1
quiet restaurants,16,-1
nicer,16,-1
convenient center,16,-1
quieter,16,-1
so amazing,16,-1
center everything,16,-1
destinations,16,-1
nice bonus,16,-1
accommodation,16,-1
just awesome,16,-1
safe parking,16,-1
very diverse,16,-1
just lovely,16,-1
good proximity,16,-1
lovely area,16,-1
great families,16,-1
common area,16,-1
dicey,16,-1
well equipped,16,-1
number restaurants,16,-1
mix,16,-1
just wonderful,16,-1
surrounding towns,16,-1
distance line,16,-1
walking distance harvard,16,-1
!nice,16,-1
beautiful area,16,-1
!be,16,-1
convenient harvard,16,-1
all things,15,-1
dated,15,-1
beautiful trees,15,-1
bath,15,-1
nice enough,15,-1
tiny,15,-1
which was perfect,15,-1
stay austin,15,-1
at all,15,-1
close salem,15,-1
so calm,15,-1
industrial,15,-1
great restaurants distance,15,-1
long weekend,15,-1
local,15,-1
unparalleled,15,-1
impossible beat,15,-1
!friendly,15,-1
great travel,15,-1
rural,15,-1
super walkable,15,-1
!too far boston,15,-1
pretty close downtown,15,-1
reasonable,15,-1
absolutely unbeatable,15,-1
!too far austin,15,-1
great views,15,-1
so welcoming,15,-1
minutes area,15,-1
hot,15,-1
venue,15,-1
taxi,15,-1
tea,15,-1
most things,15,-1
short drive area,15,-1
close sites,15,-1
only drive downtown,15,-1
right there,15,-1
max,15,-1
at best,15,-1
concord,15,-1
trains,15,-1
pubs,15,-1
really neat,15,-1
pretty busy,15,-1
already,15,-1
essentials,15,-1
clarksville,15,-1
incredibly friendly,15,-1
super convenient downtown,15,-1
desk,15,-1
photos,15,-1
us feel,15,-1
very convenient places,15,-1
austin has offer,15,-1
better i expected,15,-1
lots food,15,-1
!very central,15,-1
unmatched,15,-1
it even better,15,-1
local attractions,15,-1
perfect area,15,-1
entry,15,-1
heart action,15,-1
easy drive downtown,15,-1
surrounds,15,-1
staying here,15,-1
perfect activities,15,-1
!issues,15,-1
perfect us,15,-1
very very quiet,15,-1
pretty amazing,15,-1
very convenient attractions,15,-1
windows,15,-1
grill,15,-1
sketch,15,-1
you looking,15,-1
it easy explore,15,-1
middle action,15,-1
plenty things,15,-1
my favorite,15,-1
great getaway,15,-1
full kitchen,15,-1
get area,15,-1
truly amazing,15,-1
order,15,-1
both quiet,15,-1
very scenic,15,-1
renovation,15,-1
very hip,15,-1
very attractive,15,-1
hustle,15,-1
awesome restaurants,15,-1
away airport,15,-1
next day,15,-1
great cafes,15,-1
beautiful view,15,-1
good sleep,15,-1
target,15,-1
vicinity,15,-1
nice lots,15,-1
other locations,15,-1
convenient line,15,-1
!mind,15,-1
minutes campus,15,-1
far area,15,-1
excellent places,15,-1
!though,15,-1
environment,15,-1
closeby,15,-1
hood,15,-1
very close beach,15,-1
overnight,15,-1
drive boston,15,-1
very close transit,15,-1
lovely street,15,-1
obviously,14,-1
close market,14,-1
concierge,14,-1
sea,14,-1
!have,14,-1
perfect travel,14,-1
tricky,14,-1
distance t,14,-1
my car,14,-1
!we have,14,-1
quiet streets,14,-1
safe walk around,14,-1
walking distance locations,14,-1
very very safe,14,-1
be up,14,-1
really excellent,14,-1
short walk shops,14,-1
we were town,14,-1
village,14,-1
great very walkable,14,-1
end boston,14,-1
lines,14,-1
many areas,14,-1
really wonderful,14,-1
easy access roads,14,-1
rich,14,-1
fair,14,-1
!cleanest,14,-1
far boston,14,-1
incredibly charming,14,-1
ton restaurants,14,-1
least,14,-1
back road,14,-1
convenient stores,14,-1
relaxed,14,-1
!problems,14,-1
lot options,14,-1
blocks t,14,-1
ideal restaurants,14,-1
otherwise,14,-1
eating,14,-1
about walk line,14,-1
very strategic,14,-1
pretty old,14,-1
excellent host,14,-1
nice neighbourhood,14,-1
so cozy,14,-1
min downtown,14,-1
perfect enjoy,14,-1
blocks restaurants,14,-1
merry,14,-1
first,14,-1
close springs,14,-1
convenient highways,14,-1
great locations,14,-1
super convenient everything,14,-1
culture,14,-1
up neighborhood,14,-1
!center,14,-1
gated community,14,-1
beautiful park,14,-1
further downtown,14,-1
blocks street,14,-1
especially,14,-1
really close station,14,-1
brownstones,14,-1
impressive,14,-1
only walk station,14,-1
very walk,14,-1
perfect--,14,-1
easy access shops,14,-1
real plus,14,-1
seaport,14,-1
short walk congress,14,-1
short drive places,14,-1
site,14,-1
our favorite,14,-1
services,14,-1
get areas,14,-1
!far area,14,-1
ideal location,14,-1
so close street,14,-1
walkable lot,14,-1
ideal everything,14,-1
incredibly nice,14,-1
pleasantly quiet,14,-1
just outside downtown,14,-1
drive places,14,-1
great communication,14,-1
so close congress,14,-1
zilker,14,-1
nice amenities,14,-1
hours night,14,-1
everything austin,14,-1
deer,14,-1
outdoor activities,14,-1
walkable distance,14,-1
main areas,14,-1
it easy,14,-1
nice plenty,14,-1
close most,14,-1
flight,14,-1
very walkable restaurants,14,-1
excellent needs,14,-1
easy access area,14,-1
all needs,14,-1
center town,14,-1
minutes restaurants,14,-1
!close,14,-1
good price,14,-1
nice places,14,-1
glass wine,14,-1
minutes center,14,-1
very good access,14,-1
so close restaurants,14,-1
magnificent,14,-1
great kids,14,-1
middle downtown,14,-1
due,14,-1
parts austin,14,-1
great park,14,-1
sixth street,14,-1
meal,14,-1
else,14,-1
chickens,14,-1
nicely,14,-1
great point,14,-1
super fun,14,-1
walkable areas,14,-1
get places,14,-1
y,14,-1
very serene,14,-1
super close airport,14,-1
great heart,14,-1
early flight,14,-1
very fun,14,-1
owner,14,-1
minutes square,14,-1
main reason,14,-1
our visit boston,14,-1
lovely neighbourhood,14,-1
blocks square,14,-1
very practical,14,-1
ride street,14,-1
daily,14,-1
minute walk away,14,-1
different neighborhoods,14,-1
we have,14,-1
walking places,14,-1
it easy get boston,14,-1
markets,14,-1
orange line,14,-1
rest boston,14,-1
schools,14,-1
historical sites,14,-1
rail,14,-1
flat,14,-1
walking distance areas,14,-1
architecture,13,-1
perfect walking distance everything,13,-1
alley,13,-1
suitable,13,-1
parking street,13,-1
young professionals,13,-1
bastrop,13,-1
doorstep,13,-1
dusty,13,-1
apart,13,-1
quiet one,13,-1
great very central,13,-1
our stay boston,13,-1
close streets,13,-1
walking distance sites,13,-1
easy access subway,13,-1
its age,13,-1
short drive everything,13,-1
map,13,-1
short walk line,13,-1
microwave,13,-1
convinient,13,-1
full history,13,-1
very close river,13,-1
perfect places,13,-1
many options,13,-1
hours day,13,-1
promised,13,-1
!here,13,-1
amazing lots,13,-1
walking distance austin,13,-1
very convenient station,13,-1
much appreciated,13,-1
truly,13,-1
minute walk,13,-1
very convenient me,13,-1
good time,13,-1
absolutely best,13,-1
close house,13,-1
ways,13,-1
sun,13,-1
beautiful plenty,13,-1
logan,13,-1
clear,13,-1
truly ideal,13,-1
!one,13,-1
very close train,13,-1
farther,13,-1
very close lots,13,-1
spend,13,-1
easy walk places,13,-1
remarkably quiet,13,-1
even better expected,13,-1
up area,13,-1
north austin,13,-1
plenty seating,13,-1
very polite,13,-1
good restaurants distance,13,-1
distance foods,13,-1
living,13,-1
while,13,-1
us feel safe,13,-1
amazing host,13,-1
close much,13,-1
great very close everything,13,-1
close destinations,13,-1
too far downtown,13,-1
anywhere downtown,13,-1
great weekend,13,-1
away campus,13,-1
walking distance spots,13,-1
all areas,13,-1
our visit austin,13,-1
our stay austin,13,-1
inviting,13,-1
nicest,13,-1
very very nice,13,-1
safest,13,-1
walkable bars,13,-1
very good location,13,-1
busy day,13,-1
prime spot,13,-1
great central location,13,-1
everything distance,13,-1
us feel home,13,-1
great location restaurants,13,-1
central downtown,13,-1
beautiful views,13,-1
access austin,13,-1
awesome-,13,-1
more convenient,13,-1
little tight,13,-1
quiet plenty,13,-1
sights austin,13,-1
great part austin,13,-1
walkable street,13,-1
little older,13,-1
lot spots,13,-1
residential parking,13,-1
5,13,-1
ubers,13,-1
very convenient us,13,-1
ideal-,13,-1
mall,13,-1
great coffee,13,-1
very accessible area,13,-1
very convenient needs,13,-1
convenient needs,13,-1
ability,13,-1
front building,13,-1
boardwalk,13,-1
very close city,13,-1
heights,13,-1
walkable shops,13,-1
setting,13,-1
useful,13,-1
venues,13,-1
runs,13,-1
part austin,13,-1
away house,13,-1
quiet lots,13,-1
it feel,13,-1
really easy,13,-1
loads places,13,-1
minutes walk,13,-1
great hosts,13,-1
so close airport,13,-1
cool places,13,-1
far out,13,-1
close distance,13,-1
perfect sightseeing,13,-1
alike,13,-1
simply perfect,13,-1
headed,13,-1
you looking explore,13,-1
thoughtful,13,-1
very run,13,-1
walkable places,13,-1
us explore,13,-1
little old,13,-1
!we expected,13,-1
very quiet area,13,-1
relatively safe,13,-1
resident parking,13,-1
centre boston,13,-1
areas city,13,-1
ideal proximity,13,-1
other units,13,-1
hallway,12,-1
very hospitable,12,-1
small street,12,-1
best feature,12,-1
easy access food,12,-1
choice,12,-1
tops,12,-1
time year,12,-1
our time,12,-1
very close places,12,-1
just walk station,12,-1
only walk,12,-1
just gorgeous,12,-1
easy walk center,12,-1
cluttered,12,-1
close trail,12,-1
comfortably,12,-1
great family,12,-1
temperature,12,-1
less desirable,12,-1
easy drive boston,12,-1
walking distance anything,12,-1
smoke,12,-1
street foods,12,-1
many units,12,-1
garage,12,-1
!that nice,12,-1
great very close station,12,-1
super peaceful,12,-1
so wonderful,12,-1
code,12,-1
bit side,12,-1
!minutes,12,-1
excellent restaurants,12,-1
pets,12,-1
really comfortable,12,-1
aside,12,-1
middle area,12,-1
super cozy,12,-1
easy access parts,12,-1
fantastic host,12,-1
easy walk bars,12,-1
everyone,12,-1
you attending,12,-1
wonderful location,12,-1
movies,12,-1
hills,12,-1
accessible areas,12,-1
!mention,12,-1
help,12,-1
gather,12,-1
!sidewalks,12,-1
best part place,12,-1
blast,12,-1
surrounding neighborhoods,12,-1
you want be close downtown,12,-1
allowing,12,-1
well decorated,12,-1
get town,12,-1
just short walk station,12,-1
somewhere,12,-1
better days,12,-1
central things,12,-1
lovely place,12,-1
!matter,12,-1
cute shops,12,-1
wildlife,12,-1
just drive downtown,12,-1
just short drive austin,12,-1
be very safe,12,-1
very close park,12,-1
power,12,-1
nonetheless,12,-1
rather quiet,12,-1
my boyfriend,12,-1
dead street,12,-1
good way,12,-1
extremely noisy,12,-1
busy traffic,12,-1
full bars,12,-1
premium,12,-1
joy,12,-1
mueller,12,-1
rent,12,-1
ideal people,12,-1
convenient shops,12,-1
beautiful place,12,-1
safe location,12,-1
plenty room,12,-1
1st,12,-1
things austin,12,-1
stone,12,-1
close soco,12,-1
quite walkable,12,-1
pretty awesome,12,-1
first floor,12,-1
you want see,12,-1
smaller,12,-1
hassle,12,-1
best thing place,12,-1
just walk,12,-1
comfortable bed,12,-1
meet,12,-1
very appealing,12,-1
very chill,12,-1
hangout,12,-1
away car,12,-1
great very close restaurants,12,-1
my friend,12,-1
center austin,12,-1
difficult find,12,-1
owners,12,-1
nice spot,12,-1
lots cafes,12,-1
great stores,12,-1
where we spent,12,-1
park street,12,-1
quiet places,12,-1
walk area,12,-1
pretty central everything,12,-1
away anything,12,-1
very comfy,12,-1
pretty decent,12,-1
!want,12,-1
security,12,-1
great close lots,12,-1
lots space,12,-1
watch,12,-1
great ride,12,-1
immediate area,12,-1
drive street,12,-1
lovely quiet neighborhood,12,-1
walking distance some,12,-1
perfect quiet area,12,-1
walking distance food,12,-1
15min,12,-1
keys,12,-1
right nearby,12,-1
plugs,12,-1
outdoor shower,12,-1
downtown areas,12,-1
stay area,12,-1
alive,12,-1
horrible,12,-1
off parking,12,-1
!distance,12,-1
great group,12,-1
approx,12,-1
heading,12,-1
!is,12,-1
wonderful restaurants,12,-1
middle neighborhood,12,-1
especially convenient,12,-1
lots eateries,12,-1
restaurants nearby,12,-1
beautiful lots,12,-1
fantastic proximity,12,-1
wonderfully quiet,12,-1
distance store,12,-1
far away,12,-1
places interest,12,-1
biking,12,-1
other neighborhoods,12,-1
elsewhere,12,-1
navigate,12,-1
quiet residential neighbourhood,12,-1
quick bite,12,-1
awkward,12,-1
great close,12,-1
drive area,12,-1
away t,12,-1
other parts city,12,-1
quite dirty,12,-1
very convinient,12,-1
about walk stop,12,-1
safe neighbourhood,12,-1
right next beach,12,-1
convenient station,12,-1
charlestown,12,-1
old building,12,-1
great transportation,12,-1
our trip boston,12,-1
walking distance transportation,12,-1
italian restaurants,12,-1
cafés,11,-1
mostly,11,-1
much quieter,11,-1
pristine,11,-1
perfect trip,11,-1
short walk bars,11,-1
us get,11,-1
quite comfortable,11,-1
you looking something,11,-1
boutiques,11,-1
basically,11,-1
us walk,11,-1
short walk train,11,-1
interstate,11,-1
facilities,11,-1
awesome access,11,-1
fresh air,11,-1
plenty amenities,11,-1
often,11,-1
full life,11,-1
lovely walk,11,-1
tons options,11,-1
away shops,11,-1
so sweet,11,-1
!far station,11,-1
cambridge boston,11,-1
quite peaceful,11,-1
only minute,11,-1
we attending,11,-1
urban,11,-1
ahead,11,-1
quiet noise,11,-1
class,11,-1
extremely beautiful,11,-1
it easy walk,11,-1
beautifully,11,-1
playground,11,-1
walkable attractions,11,-1
parking only,11,-1
fire,11,-1
concert,11,-1
amazing neighborhood,11,-1
walk center,11,-1
list,11,-1
getting easy,11,-1
rock,11,-1
safe walk,11,-1
beautiful walk,11,-1
totally worth,11,-1
bit noise,11,-1
rooster,11,-1
north downtown,11,-1
everything else,11,-1
welcome,11,-1
6,11,-1
very convenient highways,11,-1
very tranquil,11,-1
it is distance,11,-1
sound,11,-1
fun places,11,-1
checking,11,-1
me feel home,11,-1
eats,11,-1
central places,11,-1
great fun,11,-1
inconvenient,11,-1
wonderful-,11,-1
accessible area,11,-1
